x_1;y_1;z_1;phi_1;theta_1;psi_1;x_2;y_2;z_2;phi_2;theta_2;psi_2;d_x;d_y;d_z;d_phi;d_theta;d_psi
-1.688292719;0.6225456617;-1.344244683;0.01231919089;0.005254825349;-2.206400242;-1.688924694;0.6229055598;-1.352705998;0.01222501985;0.005297369494;-2.206393797;-0.0006319754628;0.0003598981455;-0.00846131472;-9.417103416e-005;4.25441449e-005;6.444992544e-006
-1.699155806;0.616201248;-1.331389035;0.01231116745;0.005280355653;-2.206402919;-1.699855285;0.6165031642;-1.34061248;0.01230854793;0.005315592284;-2.206395561;-0.0006994789645;0.0003019162754;-0.009223445465;-2.619518809e-006;3.523663041e-005;7.357929659e-006
-1.700435249;0.6167650224;-1.348182499;0.01231085248;0.005283219042;-2.206403551;-1.70123822;0.6170964226;-1.358436566;0.0122798521;0.005296323632;-2.206382772;-0.0008029708215;0.0003314002413;-0.01025406694;-3.100038427e-005;1.310459062e-005;2.077925315e-005
-1.701811721;0.6173393335;-1.366090734;0.0123395083;0.005226027512;-2.206380348;-1.702518397;0.6176465213;-1.376440168;0.0122958721;0.005266500456;-2.206396177;-0.000706676609;0.0003071878696;-0.01034943384;-4.363620476e-005;4.047294312e-005;-1.582872209e-005
-1.703014252;0.6178689428;-1.384216167;0.01233365082;0.005238269765;-2.206407057;-1.703708668;0.6181368278;-1.394728943;0.01234874486;0.00531318302;-2.206396513;-0.000694415339;0.0002678849705;-0.01051277648;1.509403908e-005;7.491325427e-005;1.054428641e-005
-1.704233357;0.6183651264;-1.402532908;0.01237630555;0.005281800077;-2.206409617;-1.704839731;0.6186489209;-1.412236804;0.0122896565;0.00532304751;-2.206387477;-0.0006063734918;0.0002837944856;-0.009703896466;-8.664904531e-005;4.124743309e-005;2.214058641e-005
-1.713369677;0.6104209078;-1.387644643;0.01222312644;0.005294059388;-2.206383282;-1.713959337;0.6105757815;-1.397265807;0.0123237274;0.00525398521;-2.206394202;-0.0005896596568;0.0001548736408;-0.00962116423;0.0001006009662;-4.007417786e-005;-1.091952135e-005
-1.714426274;0.6107217252;-1.406054559;0.01231728723;0.005307323871;-2.206370487;-1.715014091;0.6108675315;-1.415820512;0.01232045211;0.00528754975;-2.206376118;-0.0005878175097;0.0001458062914;-0.009765953521;3.164877107e-006;-1.977412108e-005;-5.631067274e-006
-1.715489598;0.6110520906;-1.423858175;0.01226805506;0.00529639547;-2.206379571;-1.716076122;0.6112569738;-1.434636498;0.01233759139;0.005313282487;-2.2064018;-0.0005865239658;0.0002048832411;-0.01077832348;6.953632808e-005;1.688701676e-005;-2.222893317e-005
-1.716487218;0.6113670591;-1.442724956;0.01232069727;0.00535801851;-2.206404829;-1.717023684;0.6115122275;-1.45368223;0.0122789484;0.005298992767;-2.206421108;-0.0005364658638;0.000145168429;-0.01095727412;-4.174886872e-005;-5.902574235e-005;-1.627875653e-005
-1.717389159;0.6116225515;-1.46192126;0.0122847959;0.00535768166;-2.206418333;-1.717831079;0.6117785246;-1.472051355;0.0123939707;0.005319333482;-2.206421448;-0.0004419206151;0.0001559730679;-0.01013009567;0.0001091747968;-3.834817844e-005;-3.114476673e-006
-1.727872355;0.6041334574;-1.440257834;0.0122992233;0.005369777905;-2.206414837;-1.728431822;0.6042879511;-1.450312699;0.01226981958;0.005339957708;-2.206417976;-0.0005594662146;0.0001544936914;-0.01005486515;-2.940372907e-005;-2.982019698e-005;-3.138327226e-006
-1.728841657;0.6043821399;-1.459421233;0.01227120969;0.005361593677;-2.206396128;-1.729263254;0.6044798068;-1.469554258;0.01229252812;0.005347946047;-2.206386356;-0.0004215968231;9.76669272e-005;-0.01013302553;2.131842434e-005;-1.364763015e-005;9.771883236e-006
-1.729608849;0.604573524;-1.477906008;0.01232924233;0.005360053045;-2.206402194;-1.729983475;0.604637716;-1.489033047;0.01232640278;0.005393743646;-2.206396015;-0.0003746254972;6.419196399e-005;-0.01112703851;-2.839550447e-006;3.369060161e-005;6.178385772e-006
-1.7301857;0.6045941358;-1.497406388;0.0123952362;0.005364136361;-2.20638713;-1.730379034;0.604552123;-1.507659457;0.01252358135;0.005331976279;-2.206362555;-0.0001933346623;-4.201275148e-005;-0.01025306885;0.0001283451572;-3.216008179e-005;2.457501664e-005
-1.73063069;0.6045773555;-1.517063557;0.01254140913;0.005328598048;-2.206363156;-1.731023738;0.6047264625;-1.527558044;0.01246853904;0.005331772476;-2.206357107;-0.0003930473591;0.0001491069887;-0.01049448724;-7.287008794e-005;3.174428139e-006;6.049100604e-006
-1.739051963;0.5963621474;-1.492245131;0.01243305047;0.005288072794;-2.206362495;-1.739570836;0.5965082378;-1.5026019;0.01226493435;0.005324589614;-2.206368818;-0.0005188728503;0.000146090368;-0.01035676891;-0.0001681161141;3.651681978e-005;-6.322638901e-006
-1.739904442;0.5965581572;-1.512000193;0.01224106597;0.005314814928;-2.206381483;-1.740052513;0.5964980282;-1.522485552;0.01225696504;0.005360152408;-2.206366961;-0.000148070098;-6.012895036e-005;-0.01048535882;1.589907184e-005;4.533748063e-005;1.452254239e-005
-1.740159549;0.5964035065;-1.531973898;0.01241505508;0.00531726836;-2.206373255;-1.740345752;0.5963631822;-1.5425276;0.01242231877;0.005317604735;-2.206369833;-0.0001862030131;-4.032428029e-005;-0.0105537018;7.263685946e-006;3.363747802e-007;3.421850407e-006
